question	label
我们能在网上看到的艾尔·塞尔维的身高是多少该问题的答案在知识库中对应的三元组为['艾尔·塞尔维 ||| 登录身高 ||| 5英尺11英寸（1.80米）']。这样对吗？	1
我们能在网上看到的艾尔·塞尔维的身高是多少该问题的答案在知识库中对应的三元组为['艾尔·塞尔维 ||| 生涯 数据 ||| 1,591']。这样对吗？	0
我想了解一下哈维尔·萨维奥拉，他是一名出色的足球运动员，但是我对他的个人信息了解非常有限。例如他的别名，出生地，他的运动项目以及他在哪个运动队。此外，他的专业特点，以及国家队的表现如何？该问题的答案在知识库中对应的三元组为['哈维尔·萨维奥拉 ||| 别名 ||| 哈维尔·萨维奥拉', '哈维尔·萨维奥拉 ||| 出生地 ||| 布宜诺斯艾利斯，帕尔克·查斯', '哈维尔·萨维奥拉 ||| 运动项目 ||| 足球', '哈维尔·萨维奥拉 ||| 所属运动队 ||| 希腊豪门奥林匹亚科斯', '哈维尔·萨维奥拉 ||| 专业特点 ||| 快速、轻灵，善于团队配合', '哈维尔·萨维奥拉 ||| 国家队表现 ||| 44场/12球']。这样对吗？	1
我想了解一下哈维尔·萨维奥拉，他是一名出色的足球运动员，但是我对他的个人信息了解非常有限。例如他的别名，出生地，他的运动项目以及他在哪个运动队。此外，他的专业特点，以及国家队的表现如何？该问题的答案在知识库中对应的三元组为['哈维尔·萨维奥拉 ||| 别名 ||| 哈维尔·萨维奥拉', '哈维尔·萨维奥拉 ||| 出生地 ||| 布宜诺斯艾利斯，帕尔克·查斯', '哈维尔·萨维奥拉 ||| 运动项目 ||| 足球', '哈维尔·萨维奥拉 ||| 所属运动队 ||| 希腊豪门奥林匹亚科斯', '哈维尔·萨维奥拉 ||| 专业特点 ||| 快速、轻灵，善于团队配合', '哈维尔·萨维奥拉 ||| 国家队表现 ||| 44场/12球']。这样对吗？	0
哪个组合被金沙喜欢？该问题的答案在知识库中对应的三元组为['金莎 ||| 喜欢的组合 ||| Standfast']。这样对吗？	1
哪个组合被金沙喜欢？该问题的答案在知识库中对应的三元组为['金沙 ||| 类型 ||| 古装']。这样对吗？	0
你说的那个江芷妮如好像是一个语达言人，她掌握的语言好像不c少，是吧？这位女士的婚姻状况，我也有点yw疑。我无法清楚具体什么时候寸失，但我好像听过她在2012年的六月有过重大的生活事件。当然，“美丽在望”这部影片我是道知的，那这部应该这是她的代表作va吧？我对她的名字的罗马拼音和英文名也充满了好奇，能告诉我吗？该问题的答案在知识库中对应的三元组为['江芷妮 ||| 语言 ||| 粤语、英语、日文、法文', '江芷妮 ||| 婚姻 ||| 已婚', '江芷妮 ||| 结婚时日 ||| 2012.06.16', '江芷妮 ||| 代表作 ||| 《美丽在望》', '江芷妮 ||| 罗马拼音 ||| Kong Chi Lei', '江芷妮 ||| 英文名 ||| Cherie Kong']。这样对吗？	1
你说的那个江芷妮如好像是一个语达言人，她掌握的语言好像不c少，是吧？这位女士的婚姻状况，我也有点yw疑。我无法清楚具体什么时候寸失，但我好像听过她在2012年的六月有过重大的生活事件。当然，“美丽在望”这部影片我是道知的，那这部应该这是她的代表作va吧？我对她的名字的罗马拼音和英文名也充满了好奇，能告诉我吗？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
深圳市宝安区妇幼保健院的院训是什么？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
深圳市宝安区妇幼保健院的院训是什么？该问题的答案在知识库中对应的三元组为['深圳市宝安区妇幼保健院 ||| 医院性质 ||| 国营', '深圳市宝安区妇幼保健院 ||| 医院性质 ||| 国营', '深圳市宝安区妇幼保健院 ||| 医院性质 ||| 国营', '深圳市宝安区妇幼保健院 ||| 医院性质 ||| 国营', '深圳市宝安区妇幼保健院 ||| 医院性质 ||| 国营']。这样对吗？	0
1870年7月19日爆发了什么战争？该问题的答案在知识库中对应的三元组为['7月19日 ||| 大事记 ||| 1870年普法战争爆发']。这样对吗？	1
1870年7月19日爆发了什么战争？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
我在读一本关于中国历史的书，这本书提到了一个我很感兴趣的人，他的名字是刘铭传。我知道他是一个政治家和军事家，但是我对他的一些详细信息并不是很清晰，比如他的出生和逝世日期，他的主要成就，他的代表作品，他的谥号和他的荣誉。我会很感激你补充这些信息。该问题的答案在知识库中对应的三元组为['刘铭传 ||| 出生 ||| 1836年9月7日 \xa0大清帝国安徽合肥西乡', '刘铭传 ||| 逝世 ||| 1896年1月12日 〔59岁〕 \xa0大清帝国安徽合肥', '刘铭传 ||| 主要成就 ||| 俘太平军黄子隆以下两万余人 黄陂、潍县、寿光等地败东捻军,收平西捻 淡水之战，开启台湾近代化', '刘铭传 ||| 代表作品 ||| 《大潜山房诗钞》《刘壮肃公奏议》', '刘铭传 ||| 谥号 ||| 壮肃', '刘铭传 ||| 荣誉 ||| 台湾近代化之父']。这样对吗？	1
我在读一本关于中国历史的书，这本书提到了一个我很感兴趣的人，他的名字是刘铭传。我知道他是一个政治家和军事家，但是我对他的一些详细信息并不是很清晰，比如他的出生和逝世日期，他的主要成就，他的代表作品，他的谥号和他的荣誉。我会很感激你补充这些信息。该问题的答案在知识库中对应的三元组为['刘铭传 ||| 谥号 ||| 壮肃', '刘铭传 ||| 职业 ||| 政治家，军事家', '刘铭传 ||| 出生日期 ||| 公元1836年（丙申年）', '刘铭传 ||| 逝世日期 ||| 公元1896年', '刘铭传 ||| 主要成就 ||| 俘太平军黄子隆以下两万余人 黄陂、潍县、寿光等地败东捻军,收平西捻 淡水之战，开启台湾近代化', '刘铭传 ||| 代表作品 ||| 《大潜山房诗钞》《刘壮肃公奏议》', '刘铭传 ||| 谥号 ||| 壮肃', '刘铭传 ||| 荣誉 ||| 台湾近代化之父']。这样对吗？	0
温州大学的校庆日是哪天？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
温州大学的校庆日是哪天？该问题的答案在知识库中对应的三元组为['温州大学 ||| 教师人数 ||| 1431人']。这样对吗？	0
我曾了解过历史时代上的一段时期叫宣帝中兴，这词语我知道是属于历史学的范畴，但我忆不记它具体信息了。你能告诉我这段时期的中文名字是什么吗？在哪个朝代它、到底处了哪个时间段？和名词类型，它是什么？并且，这词语又里自来哪哈？该问题的答案在知识库中对应的三元组为['宣帝中兴 ||| 中文名 ||| 宣帝中兴', '宣帝中兴 ||| 名词类型 ||| 时代', '宣帝中兴 ||| 所处朝代 ||| 西汉后期', '宣帝中兴 ||| 名词领域 ||| 历史学', '宣帝中兴 ||| 籍贯 ||| 汉朝']。这样对吗？	1
我曾了解过历史时代上的一段时期叫宣帝中兴，这词语我知道是属于历史学的范畴，但我忆不记它具体信息了。你能告诉我这段时期的中文名字是什么吗？在哪个朝代它、到底处了哪个时间段？和名词类型，它是什么？并且，这词语又里自来哪哈？该问题的答案在知识库中对应的三元组为['历史学 ||| 中文名 ||| 历史学', '历史学 ||| 别名 ||| 历史学', '历史学 ||| 别名 ||| 历史学', '历史学 ||| 学科简称 ||| 史学', '历史学 ||| 学科简称 ||| 史学']。这样对吗？	0
陈鹤桥是一位非常出色的军事人物，他的出生地以及他的生辰对我来说有着深远的影响。他曾任中央组织部部长，并对我国政治历史有着重要贡献。然而，我不清楚他的毕业院校是何处？以及他的主要成就有哪些？他的军衔又是什么？他加入过哪个政党？该问题的答案在知识库中对应的三元组为['陈鹤桥 ||| 毕业院校 ||| 抗日军政大学', '陈鹤桥 ||| 主要成就 ||| 二级独立自由勋章、一级解放勋章', '陈鹤桥 ||| 军衔 ||| 少将', '陈鹤桥 ||| 政党 ||| 中国共产党']。这样对吗？	1
陈鹤桥是一位非常出色的军事人物，他的出生地以及他的生辰对我来说有着深远的影响。他曾任中央组织部部长，并对我国政治历史有着重要贡献。然而，我不清楚他的毕业院校是何处？以及他的主要成就有哪些？他的军衔又是什么？他加入过哪个政党？该问题的答案在知识库中对应的三元组为['陈鹤桥 ||| 出生地 ||| 安徽省霍丘县', '陈鹤桥 ||| 籍贯 ||| 安徽省霍丘县', '陈鹤桥 ||| 毕业院校 ||| 抗日军政大学', '陈鹤桥 ||| 主要成就 ||| 二级独立自由勋章、一级解放勋章', '陈鹤桥 ||| 军衔 ||| 少将', '陈鹤桥 ||| 政党 ||| 中国共产党']。这样对吗？	0
布雷克·格里芬参演了哪部电影？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
布雷克·格里芬参演了哪部电影？该问题的答案在知识库中对应的三元组为['布雷克·格里芬 ||| 球衣号码 ||| 32号']。这样对吗？	0
哪些是游戏管理者的工作内容？该问题的答案在知识库中对应的三元组为['游戏管理者 ||| 工作内容 ||| 处理游戏中的诸多问题']。这样对吗？	1
哪些是游戏管理者的工作内容？该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
彼得·波罗申科在全球的财富排名？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
彼得·波罗申科在全球的财富排名？该问题的答案在知识库中对应的三元组为['彼得·波罗申科 ||| 其它外文名 ||| Petro Poroshenko']。这样对吗？	0
中国水利专家林一山为我国水利事业做出了巨大贡献，他的成就备受瞩目。我想了解他的毕业院校以及他的宗教信仰。请你告诉我关于林一山的教育背景以及信仰。该问题的答案在知识库中对应的三元组为['林一山 ||| 毕业院校 ||| 北平师范大学', '林一山 ||| 宗教信仰 ||| 共产主义']。这样对吗？	1
中国水利专家林一山为我国水利事业做出了巨大贡献，他的成就备受瞩目。我想了解他的毕业院校以及他的宗教信仰。请你告诉我关于林一山的教育背景以及信仰。该问题的答案在知识库中对应的三元组为['林一山 ||| 毕业院校 ||| 北平师范大学', '林一山 ||| 宗教信仰 ||| 共产主义']。这样对吗？	0
云南经贸外事职业学院的校歌是叫什么名字？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
云南经贸外事职业学院的校歌是叫什么名字？该问题的答案在知识库中对应的三元组为['云南经贸外事职业学院 ||| 校训 ||| 修德志学，强能致用']。这样对吗？	0
分站的冠军纳拉因·卡蒂凯扬摘过几次？该问题的答案在知识库中对应的三元组为['纳拉因·卡蒂凯扬 ||| 分站冠军 ||| 0']。这样对吗？	1
分站的冠军纳拉因·卡蒂凯扬摘过几次？该问题的答案在知识库中对应的三元组为['纳拉因·卡蒂凯扬 ||| 出赛次数 ||| 48（46次起步）']。这样对吗？	0
我知道12月31日是一年的最后那一天，有很多大事件都发生在这一天。但我并不清楚具体的这一天发生了哪些重大事件，以及有名人那一天在出生或者逝世。能否请你帮我查证一下这些信息。该问题的答案在知识库中对应的三元组为['12月31日 ||| 重大事件 ||| 法国国王查理八世军队进入罗马等', '12月31日 ||| 重要事件 ||| 1999年——俄罗斯总统叶利钦宣布辞去总统职务，总理普京根据宪法规定出任代总统。', '12月31日 ||| 出生名人 ||| 马歇尔', '12月31日 ||| 逝世名人 ||| 史铁生']。这样对吗？	1
我知道12月31日是一年的最后那一天，有很多大事件都发生在这一天。但我并不清楚具体的这一天发生了哪些重大事件，以及有名人那一天在出生或者逝世。能否请你帮我查证一下这些信息。该问题的答案在知识库中对应的三元组为['12月31日 ||| 重大事件 ||| 法国国王查理八世军队进入罗马等', '12月31日 ||| 逝世名人 ||| 史铁生']。这样对吗？	0
李商隐最开始在哪里居住的？该问题的答案在知识库中对应的三元组为['李商隐 ||| 本籍 ||| 唐河内怀州']。这样对吗？	1
李商隐最开始在哪里居住的？该问题的答案在知识库中对应的三元组为['李商隐 ||| 出生地 ||| 荥阳（今河南郑州）']。这样对吗？	0
米歇尔·道克瑞的个人页面链接是什么？该问题的答案在知识库中对应的三元组为['米歇尔·道克瑞 ||| 网站 ||| [xuppcjciowmco@yackc,con.rw]']。这样对吗？	1
米歇尔·道克瑞的个人页面链接是什么？该问题的答案在知识库中对应的三元组为['米歇尔·道克瑞 ||| 职业 ||| 演员 歌手']。这样对吗？	0
泰剧的代表演员都有哪些？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
泰剧的代表演员都有哪些？该问题的答案在知识库中对应的三元组为['泰 ||| 四角号码 ||| 50909']。这样对吗？	0
意大利音乐家合奏团哪一年成立的该问题的答案在知识库中对应的三元组为['意大利音乐家合奏团 ||| 建于 ||| 1952年']。这样对吗？	1
意大利音乐家合奏团哪一年成立的该问题的答案在知识库中对应的三元组为['意大利音乐家合奏团 ||| 成立时间 ||| 1952年']。这样对吗？	0
伊利亚·普里高津在1977年获得了什么荣誉该问题的答案在知识库中对应的三元组为['伊利亚·普里高津 ||| 获奖 ||| 诺贝尔化学奖（1977年）']。这样对吗？	1
伊利亚·普里高津在1977年获得了什么荣誉该问题的答案在知识库中对应的三元组为['伊利亚·普里高津 ||| 著名成就 ||| 耗散结构']。这样对吗？	0
李国能先生是一位我非常敬仰的法官，据我所知他是香港终审法院的首席法官，并在2008年荣获大紫荆勋章，公正严明，备受尊敬。然而我对他的私人生平了解的并不多，比如他的出生日期和出生地在哪里，他的职业生涯中是由谁指定的职位，又是谁接任的他的位置呢？该问题的答案在知识库中对应的三元组为['李国能 ||| 出生年月 ||| 1948年12月', '李国能 ||| 出生地 ||| 香港', '李国能 ||| 指定 ||| 董建华', '李国能 ||| 继任 ||| 马道立首席法官']。这样对吗？	1
李国能先生是一位我非常敬仰的法官，据我所知他是香港终审法院的首席法官，并在2008年荣获大紫荆勋章，公正严明，备受尊敬。然而我对他的私人生平了解的并不多，比如他的出生日期和出生地在哪里，他的职业生涯中是由谁指定的职位，又是谁接任的他的位置呢？该问题的答案在知识库中对应的三元组为['李国能 ||| 别名 ||| 李国能', '李国能 ||| 籍贯 ||| 鹤山', '李国能 ||| 指定 ||| 董建华', '李国能 ||| 个人资料 ||| 1948年（66－67岁）', '李国能 ||| 出生日期 ||| 1948年12月', '李国能 ||| 出生地 ||| 香港', '李国能 ||| 职业 ||| 香港终审法院首席法官', '李国能 ||| 指定 ||| 董建华', '李国能 ||| 职业 ||| 香港终审法院首席法官']。这样对吗？	0
我了解到，宁丹琳是一位很有才华的演员actor。她的艺术技能水平很高，让人印象深刻。然而，我对她的一些个人信息，例如她的体重重体、她最满意的部分是哪些、她最喜欢的颜色是什么、她的最大愿望的是什么，这些我都不太清楚。另外，她教育的背景，她的家庭成员等一些方面的信息，我也不太了解。能否帮我补充一下这方面的信息呢？该问题的答案在知识库中对应的三元组为['宁丹琳 ||| 体重 ||| 46kg', '宁丹琳 ||| 最满意的部分 ||| 眼睛、鼻子', '宁丹琳 ||| 喜欢的颜色 ||| 红色、黑色', '宁丹琳 ||| 最大的愿望 ||| 成为杰出的艺人', '宁丹琳 ||| 教育经历 ||| 2001年就读于纽约百老汇街艺术学院  2002年就读于密歇根州WCSPA', '宁丹琳 ||| 家庭成员 ||| 父亲、母亲']。这样对吗？	1
我了解到，宁丹琳是一位很有才华的演员actor。她的艺术技能水平很高，让人印象深刻。然而，我对她的一些个人信息，例如她的体重重体、她最满意的部分是哪些、她最喜欢的颜色是什么、她的最大愿望的是什么，这些我都不太清楚。另外，她教育的背景，她的家庭成员等一些方面的信息，我也不太了解。能否帮我补充一下这方面的信息呢？该问题的答案在知识库中对应的三元组为['宁丹琳 ||| 体重 ||| 46kg', '宁丹琳 ||| 最满意的部分 ||| 眼睛、鼻子', '宁丹琳 ||| 最爱音乐类型 ||| hip、pop、R&B', '宁丹琳 ||| 最大的愿望 ||| 成为杰出的艺人', '宁丹琳 ||| 职业 ||| 演员', '宁丹琳 ||| 星座 ||| 白羊座']。这样对吗？	0
我了解到声优樱井孝宏的职业历程多彩，他曾在许多脍炙人口的作品中献声。值得一提的是，他在《Code Geass系列》中为人物枢木朱雀配音，又在《最终幻想7》中饰演克劳德·斯特莱夫等等。然而，我对他的个人生活了解甚少，比如他的出生年月，现在的年纪，他所属的事务所，以及他活动的履历。这些信息你能为我提供呢？该问题的答案在知识库中对应的三元组为['樱井孝宏 ||| 出生年月 ||| 1974年6月13日', '樱井孝宏 ||| 现年 ||| 40岁', '樱井孝宏 ||| 所属 ||| INTENTION', '樱井孝宏 ||| 活动 ||| 紫龙（圣斗士星矢 冥王篇） 克劳德·史特莱夫（太空战士VII） 高嶺清人（魔术士欧菲贾修） 甲斐荣二（君吻） 涩谷有利（今日大魔王!系列） 枢木朱雀（Code Geass 反叛的鲁路修） ハセヲ（.hack//G.U.系列） 忍野咩咩（物语系列） 白熊（白熊咖啡厅） 赤砂蝎（火影忍者）']。这样对吗？	1
我了解到声优樱井孝宏的职业历程多彩，他曾在许多脍炙人口的作品中献声。值得一提的是，他在《Code Geass系列》中为人物枢木朱雀配音，又在《最终幻想7》中饰演克劳德·斯特莱夫等等。然而，我对他的个人生活了解甚少，比如他的出生年月，现在的年纪，他所属的事务所，以及他活动的履历。这些信息你能为我提供呢？该问题的答案在知识库中对应的三元组为['樱井孝宏 ||| 职业 ||| 声优', '樱井孝宏 ||| 活动 ||| 紫龙（圣斗士星矢 冥王篇） 克劳德·史特莱夫（太空战士VII） 高嶺清人（魔术士欧菲贾修） 甲斐荣二（君吻） 涩谷有利（今日大魔王!系列） 枢木朱雀（Code Geass 反叛的鲁路修） ハセヲ（.hack//G.U.系列） 忍野咩咩（物语系列） 白熊（白熊咖啡厅） 赤砂蝎（火影忍者）']。这样对吗？	0
纪宝如孩子的名字分别是什么？该问题的答案在知识库中对应的三元组为['纪宝如 ||| 儿女 ||| 长子：余彦璋（约34岁） 次子：余彦锋（约30岁） 三子：余彦廷（约26岁）']。这样对吗？	1
纪宝如孩子的名字分别是什么？该问题的答案在知识库中对应的三元组为['纪宝如 ||| 身高 ||| 149cm']。这样对吗？	0
诸葛尚是中国历史上的一个重要人物，他是蜀国的一代名将。他是在哪一年出生的？他又是在哪一年去世的？他在哪个地方出生？他的祖父和父亲又是谁？他的主要职业是什么？该问题的答案在知识库中对应的三元组为['诸葛尚 ||| 出生年月 ||| 公元246年2月', '诸葛尚 ||| 去世年月 ||| 公元263年11月', '诸葛尚 ||| 出生地 ||| 四川成都', '诸葛尚 ||| 祖父 ||| 诸葛亮', '诸葛尚 ||| 父亲 ||| 诸葛瞻', '诸葛尚 ||| 职业 ||| 将军']。这样对吗？	1
诸葛尚是中国历史上的一个重要人物，他是蜀国的一代名将。他是在哪一年出生的？他又是在哪一年去世的？他在哪个地方出生？他的祖父和父亲又是谁？他的主要职业是什么？该问题的答案在知识库中对应的三元组为['诸葛尚 ||| 出生年月 ||| 公元246年2月', '诸葛尚 ||| 去世年月 ||| 公元263年11月', '诸葛尚 ||| 出生地 ||| 四川成都', '诸葛尚 ||| 父亲 ||| 诸葛瞻', '诸葛尚 ||| 职业 ||| 将军']。这样对吗？	0
Gary Barlow是哪个学校毕业的？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
Gary Barlow是哪个学校毕业的？该问题的答案在知识库中对应的三元组为['Gary ||| 教育程度 ||| 龙仁大学']。这样对吗？	0
刘行健处于什么感情状态？该问题的答案在知识库中对应的三元组为['刘行健 ||| 感情状况 ||| 未婚']。这样对吗？	1
刘行健处于什么感情状态？该问题的答案在知识库中对应的三元组为['刘行健 ||| 现就职 ||| KEYENCE']。这样对吗？	0
松浦亚弥是个非常多才多艺和有魅力的人。她的个人生活有许许多多看点，例如她最怕的，她食物最怕的是什么，她喜欢去什么的最地方，以及她所读过的校小学。作为她的粉丝，我非常好奇着这些具体的细节，现在有个人能解答吗？该问题的答案在知识库中对应的三元组为['松浦亚弥 ||| 最怕 ||| 虫、读书', '松浦亚弥 ||| 最怕食物 ||| 野菜、芦笋、花椰菜、芹菜等', '松浦亚弥 ||| 最想去的地方 ||| 涉谷百货、DonQuijote百货', '松浦亚弥 ||| 就读小学 ||| 姬路市立增位山小学 → 姬路市立安室东小学 → 姬路市立谷外小学 (因搬家转学两次)']。这样对吗？	1
松浦亚弥是个非常多才多艺和有魅力的人。她的个人生活有许许多多看点，例如她最怕的，她食物最怕的是什么，她喜欢去什么的最地方，以及她所读过的校小学。作为她的粉丝，我非常好奇着这些具体的细节，现在有个人能解答吗？该问题的答案在知识库中对应的三元组为['松浦亚弥 ||| 出生地 ||| 日本兵库县姬路市', '松浦亚弥 ||| 籍贯 ||| 日本', '松浦亚弥 ||| 喜欢食物 ||| 妈妈煮的味噌汤', '松浦亚弥 ||| 就读小学 ||| 姬路市立增位山小学 → 姬路市立安室东小学 → 姬路市立谷外小学 (因搬家转学两次)']。这样对吗？	0
海贼王骗人布一角在中国大陆翻译过来的名字是啥？该问题的答案在知识库中对应的三元组为['骗人布 ||| 大陆译名 ||| 撒谎布（浙人美）']。这样对吗？	1
海贼王骗人布一角在中国大陆翻译过来的名字是啥？该问题的答案在知识库中对应的三元组为['海贼王 ||| 首播电视台 ||| 富士电视台']。这样对吗？	0
哪里是程守宗上班的地方？该问题的答案在知识库中对应的三元组为['程守宗 ||| 企业 ||| 黑莓']。这样对吗？	1
哪里是程守宗上班的地方？该问题的答案在知识库中对应的三元组为['程守宗 ||| 出生地 ||| 香港']。这样对吗？	0
我对柳生比吕士的兴趣日益增加，他一直以来的爱好是什么？他有什么藏在人后的拿手好戏呢？他所拥有的能力是否参与过一些高难度的技术呢？他有什么开口就能让人记住的经典台词吗？如果可以的话，我还想知道他的体重和血型。该问题的答案在知识库中对应的三元组为['柳生比吕士 ||| 爱好 ||| 阅读（推理小说）', '柳生比吕士 ||| 拿手好戏 ||| 网球、智慧之轮', '柳生比吕士 ||| 能力（招术） ||| 高尔夫式击球（TV120-121，动画原创）、镭射光束（漫画）', '柳生比吕士 ||| 经典台词 ||| 最后のショット…お见事です。アデュー さいごのshot おみごとです', '柳生比吕士 ||| 体重 ||| 64KG', '柳生比吕士 ||| 血型 ||| A']。这样对吗？	1
我对柳生比吕士的兴趣日益增加，他一直以来的爱好是什么？他有什么藏在人后的拿手好戏呢？他所拥有的能力是否参与过一些高难度的技术呢？他有什么开口就能让人记住的经典台词吗？如果可以的话，我还想知道他的体重和血型。该问题的答案在知识库中对应的三元组为没有找到该问题对应的知识。这样对吗？	0
我非常喜欢康拉德·洛伦兹的科研项目，他的人生充满了探求真理的热忱，对于他的个人信息和科研生涯，我想更加的了解，尤其是他的出生、去世、职业、国籍以及他在科研领域的主要贡献。该问题的答案在知识库中对应的三元组为['康拉德·洛伦兹 ||| 出生年月 ||| 1903年11月7日', '康拉德·洛伦兹 ||| 去世年月 ||| 1989年2月27日', '康拉德·洛伦兹 ||| 国籍 ||| 奥地利', '康拉德·洛伦兹 ||| 职业 ||| 科学家', '康拉德·洛伦兹 ||| 研究领域 ||| 动物行为学', '康拉德·洛伦兹 ||| 著名成就 ||| 本能行为']。这样对吗？	1
我非常喜欢康拉德·洛伦兹的科研项目，他的人生充满了探求真理的热忱，对于他的个人信息和科研生涯，我想更加的了解，尤其是他的出生、去世、职业、国籍以及他在科研领域的主要贡献。该问题的答案在知识库中对应的三元组为['康拉德·洛伦兹 ||| 研究领域 ||| 动物行为学', '康拉德·洛伦兹 ||| 出生年月 ||| 1903年11月7日', '康拉德·洛伦兹 ||| 研究领域 ||| 动物行为学']。这样对吗？	0
博比·查尔顿是一个知名的足球运动员，他在球场上展示了卓越的足球火华。然而，我对他在国家队的表现以及他执过的球队知之甚少，你能否提供一些相关的信息？该问题的答案在知识库中对应的三元组为['博比·查尔顿 ||| 国家队‡ ||| 106场 (49球)', '博比·查尔顿 ||| 执教球队 ||| 普雷斯顿']。这样对吗？	1
博比·查尔顿是一个知名的足球运动员，他在球场上展示了卓越的足球火华。然而，我对他在国家队的表现以及他执过的球队知之甚少，你能否提供一些相关的信息？该问题的答案在知识库中对应的三元组为['博比·查尔顿 ||| 曾效力球队 ||| 曼彻斯特联队', '博比·查尔顿 ||| 出生地点 ||| 英格兰阿士顿（Ashington）', '博比·查尔顿 ||| 国家队号码 ||| 9', '博比·查尔顿 ||| 执教球队 ||| 普雷斯顿']。这样对吗？	0
日本AV女优白鸟樱多高多重？该问题的答案在知识库中对应的三元组为['白鸟樱 ||| 身高/体重 ||| 5英呎 3英吋 / 104 磅']。这样对吗？	1
日本AV女优白鸟樱多高多重？该问题的答案在知识库中对应的三元组为['白鸟樱 ||| 身高 ||| 158厘米']。这样对吗？	0
蛇鱼最早发现与哪里？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
蛇鱼最早发现与哪里？该问题的答案在知识库中对应的三元组为['蛇鱼 ||| 分布区域 ||| 全球']。这样对吗？	0
功夫巨星李小龙的作品有哪些？该问题的答案在知识库中对应的三元组为['没有找到该问题对应的知识']。这样对吗？	1
功夫巨星李小龙的作品有哪些？该问题的答案在知识库中对应的三元组为['李小龙 ||| 出道作品 ||| 金门女']。这样对吗？	0
阮福澜的坟墓在哪个地方该问题的答案在知识库中对应的三元组为['阮福澜 ||| 墓葬 ||| 长延陵']。这样对吗？	1
阮福澜的坟墓在哪个地方该问题的答案在知识库中对应的三元组为['阮福澜 ||| 后黎朝广南阮主 ||| 后黎朝广南阮主']。这样对吗？	0
我最近在阅读孙未的作品，我对她的个人信息产生了兴趣，如她的别名、民族、籍贯、出生年月、职业以及她所在的政党。该问题的答案在知识库中对应的三元组为['孙未 ||| 别名 ||| 孙未', '孙未 ||| 民族 ||| 汉族', '孙未 ||| 籍贯 ||| 上海人', '孙未 ||| 出生年月 ||| 1973年', '孙未 ||| 职业 ||| 作家', '孙未 ||| 政党 ||| 中共党员']。这样对吗？	1
我最近在阅读孙未的作品，我对她的个人信息产生了兴趣，如她的别名、民族、籍贯、出生年月、职业以及她所在的政党。该问题的答案在知识库中对应的三元组为['孙未 ||| 职业 ||| 作家']。这样对吗？	0
《雨过天阴》的乐谱是哪个人创作的？该问题的答案在知识库中对应的三元组为['雨过天阴 ||| 谱曲 ||| 徐伟贤']。这样对吗？	1
《雨过天阴》的乐谱是哪个人创作的？该问题的答案在知识库中对应的三元组为['雨过天阴 ||| 演唱者民族 ||| 汉族']。这样对吗？	0
卡米拉·莫雷诺这个名字我有些许印象，她好像是一位很有成就的艺术家，此外，她的出生年月和名字好像还有代表作品我都有点记不清了，你可以帮我补充下信息吗？该问题的答案在知识库中对应的三元组为['卡米拉·莫雷诺 ||| 籍贯 ||| 圣地亚哥', '卡米拉·莫雷诺 ||| 出生年月 ||| 1986年', '卡米拉·莫雷诺 ||| 代表作品 ||| 单曲“Antes que”']。这样对吗？	1
卡米拉·莫雷诺这个名字我有些许印象，她好像是一位很有成就的艺术家，此外，她的出生年月和名字好像还有代表作品我都有点记不清了，你可以帮我补充下信息吗？该问题的答案在知识库中对应的三元组为['卡米拉·莫雷诺 ||| 出生年月 ||| 1986年', '卡米拉·莫雷诺 ||| 代表作品 ||| 单曲“Antes que”']。这样对吗？	0
在我对世界历史的学习中，我对肯特的琼安这个人物产生了浓厚的兴趣。她是世界历史上的一位重要人物，她担任过什么重要的职务？她的爵位是什么？她的出生和去世分别在哪一年？希望你能告诉我更多关于她的信息。该问题的答案在知识库中对应的三元组为['肯特的琼安 ||| 出生日期 ||| 1328年9月29日', '肯特的琼安 ||| 逝世日期 ||| 1385年8月7日', '肯特的琼安 ||| 主要成就 ||| 英国历史上的第一位威尔斯王妃', '肯特的琼安 ||| 威尔士王妃 ||| 1361年 - 1376年', '肯特的琼安 ||| 皇室 ||| 金雀花王朝', '肯特的琼安 ||| 父亲 ||| 肯特伯爵伍德斯托克的埃德蒙']。这样对吗？	1
